firstbridge_id,composite_ticker,sponsor,as_of_date,asset_class
002c97de570d4b298c6f0230cb45010b,ARG1,Leverage Shares,2024-12-06,Equities (Stocks)
008b088e65bd428c9ac3e6372c3f81d1,UIMF,UBS,2024-10-31,Equities (Stocks)
00db75aebc0e464fb1a87b87e32c60d7,P500,Invesco,2024-12-06,Equities (Stocks)
00ed20632757416ab6c62812baa048e7,OP5E,OSSIAM ETF,2024-12-10,Equities (Stocks)
011a684019cf4ab0b3ea739af034dff0,AAPY,Leverage Shares,2024-12-06,Equities (Stocks)
014875b56e4f4a9bb5fc112f0a095205,USUE,UBS,2024-10-31,Equities (Stocks)
02a4d520462a4660be11617f07daa68e,VJPA,Vanguard,2024-07-31,Equities (Stocks)
02aea14f1cf14fd297cc98705e2e2068,SC01,Invesco,2024-12-06,Equities (Stocks)
0320fbfa6c954fabb51cc3433a8bcf3b,3SSM,Leverage Shares,2024-12-06,Equities (Stocks)
034ed95ee1a24e10854dc84562dba236,AW1H,UBS,2024-10-31,Equities (Stocks)
049e74f41b274a92b3cd041a118aaf94,ABCH,21Shares,2024-11-27,Other Asset Types
04aa40176d0d4a49aa8044e3c4d35032,USLG,21Shares,2024-11-27,Other Asset Types
04d92f0144d14d4f872f1626b0e2890b,SCO3,Leverage Shares,2024-12-06,Equities (Stocks)
04ffa48473d646899006a351a8f1cc65,TLT5,Leverage Shares,2024-12-06,Bonds
052b1dbc8dad4b7399b2f83cd40a7a8c,EUPA,OSSIAM ETF,2024-12-11,Equities (Stocks)
05463da1e8764aabab9ee234d5c8162f,PPAS,Leverage Shares,2024-12-06,Equities (Stocks)
0550404c342e4c1aa3535270c4aa1651,IGOG,Leverage Shares,2024-12-06,Equities (Stocks)
0590fcc3abda4f9aaa62b61a8bb4e0d1,H4Z7,HSBC,2024-12-11,Equities (Stocks)
05bb7e3c480344a9a393985094276e0e,H4ZY,HSBC,2024-12-11,Equities (Stocks)
060d31fc905c43eabaa83ba13a34f6f2,E500,Invesco,2024-12-06,Equities (Stocks)
0644f200aae848cea63aab57cf1ce02e,VNRA,Vanguard,2024-07-31,Equities (Stocks)
065e394471774194a0add1ec2f28e4c0,V3ML,Vanguard,2024-07-31,Equities (Stocks)
084e0da618534e699ac90ee4d7b308dd,AW1T,UBS,2024-10-31,Equities (Stocks)
08582257e0fd4df8b98c3c2d0f9be5f8,CNUA,UBS,2024-10-31,Equities (Stocks)
08d9c99004784ba585306ecb08093f09,CZX,Expat Capital,2024-11-29,Equities (Stocks)
096872b7e7324f8f943546cc04f7444f,FB3,Leverage Shares,2024-12-06,Equities (Stocks)
0018e0c0a29541afa42b441ed4761a6a,GREN,Goldman Sachs,2024-12-06,Bonds
0032460d45024e62bb6a078013aa40d6,SPXE,Invesco,2024-12-06,Equities (Stocks)
004e03267ed14700948045bbbbb7c0c5,3PYE,Leverage Shares,2024-12-06,Equities (Stocks)
008613cfe4074ef59d69bae9ea9d2f76,AAPS,Leverage Shares,2024-12-06,Equities (Stocks)
0125ca95ea8844f5958ddc0fbb1a2aa9,5SPE,Leverage Shares,2024-12-06,Equities (Stocks)
017022ef1a8a448aa9f57bc6646fed45,DISS,Leverage Shares,2024-12-06,Equities (Stocks)
0190ec509d054e74bedf5069cdf30c71,UC65,UBS,2024-10-31,Equities (Stocks)
023b1240f0074aa5b0ddfc15e1f63494,VHYL,Vanguard,2024-07-31,Equities (Stocks)
02bc4fa9eb3241dab8c407be83298a11,BTCU,21Shares,2024-11-27,Other Asset Types
02d3e62fd71a452f99e1eb9a90a0297c,DGRB,Wisdom Tree,2024-09-30,Equities (Stocks)
032e64f431764b03a2b5cdb7eed2aaee,VHVG,Vanguard,2024-07-31,Equities (Stocks)
034f037e6f3847168f6ae901644dd47a,BIUS,Leverage Shares,2024-12-06,Equities (Stocks)
037e797b04534cf2a90caf05633e9226,HWSC,HSBC,2024-12-11,Equities (Stocks)
03addfac55aa41bc8020db74a65bb887,WTI2,Leverage Shares,2024-12-06,Commodities & Metals
03d92ae6f4ff49068ceb6126cba74f97,NGLS,Leverage Shares,2024-12-06,Commodities & Metals
03e59e15dff54948ac9bea903a4c7bed,T10G,UBS,2024-10-31,Bonds
041da0ea0d204b9f9cdb6c096e683066,UD02,UBS,2024-10-31,Equities (Stocks)
046c6bad0dd846a4b7228fc662852137,WTI,Leverage Shares,2024-12-06,Commodities & Metals
057542e07e45434c8992a69bc13a15c3,3ADE,Leverage Shares,2024-12-06,Equities (Stocks)
059110442c4b45739ce4888f9ce914b6,SMST,Leverage Shares,2024-12-06,Equities (Stocks)
05d08a87ab9340f284a31cc37b16303b,SX5S,Invesco,2024-12-06,Equities (Stocks)
05dd9ceefb85417ba762c2cce2eba35b,CAPU,OSSIAM ETF,2024-12-11,Equities (Stocks)
05e2de195bd94ca38691c4de321c080a,USFM,UBS,2024-10-31,Equities (Stocks)
0664d0f3bd3042f4a2733bc699b97df6,VFEM,Vanguard,2024-07-31,Equities (Stocks)
069ba8506d0f41dc869d5cc8d142ff41,3TSE,Leverage Shares,2024-12-06,Equities (Stocks)
06e8126dc02d4502bc89e23a8e0cf7a4,5QQQ,Leverage Shares,2024-12-06,Equities (Stocks)
0726f574e0f44f71bb1bfa8860e864b2,XLVS,Invesco,2024-12-06,Equities (Stocks)
07b1529d965c403e8889181ffcde64c0,UC76,UBS,2024-10-31,Bonds
07c65c0a5d024b8f81ec6f35bc4cf40c,SMSF,Leverage Shares,2024-12-06,Equities (Stocks)
07d426fa0be3481a9456287730d30b83,KRON,Leverage Shares,2024-12-06,Equities (Stocks)
083e47286d33461ca7cb34ecd7d6ffc4,XLE3,Leverage Shares,2024-12-06,Equities (Stocks)
08a719c1b92f41809eb6af6bc26f69bc,3JPE,Leverage Shares,2024-12-06,Equities (Stocks)
0983865b8bbd40e1a8aa8e57651d995b,ETHX,Global X,2024-10-22,Other Asset Types
09d8675e39c7425cbc767e115d25f3ec,VPCG,Leverage Shares,2024-12-06,Equities (Stocks)
09e3fda3b1394e34bba8da3513602787,DGRA,Wisdom Tree,2024-09-30,Equities (Stocks)
0a003bf8194544f5ade4b4607658d676,3GOO,Leverage Shares,2024-12-06,Equities (Stocks)
001e6befa2344fe29ca41fb6422deff0,WDESGE,UBS,2024-10-31,Equities (Stocks)
029508e07818446eb79f8c88b252166f,UQLTD,UBS,2024-10-31,Equities (Stocks)
036e8d3b923340df9eda82f1a3214d2c,HMJD,HSBC,2024-12-11,Equities (Stocks)
057768649bb94eedb1396236b9c47312,DHS,Wisdom Tree,2024-09-30,Equities (Stocks)
058dcdfa8e0544c48688ff627913bcca,DHSA,Wisdom Tree,2024-09-30,Equities (Stocks)
06af11b71cf4458db20530e6faee2970,100EUA,UBS,2024-10-31,Equities (Stocks)
081d2b14b6c44d99bad17e5bef562692,X7PS,Invesco,2024-12-06,Equities (Stocks)
098506c10425415bacccb2a176a78cab,HIDD,HSBC,2024-12-11,Equities (Stocks)
001f3bf6d27f431fb766e1baa157ec2a,VJPA,Vanguard,2024-07-31,Equities (Stocks)
0071e669a20f4cb591349f41d54fa55f,BCCMS,UBS,2024-10-31,Commodities & Metals
0074968f9f914cab9ba428879cbabeb7,GENDEG,UBS,2024-10-31,Equities (Stocks)
00ae4a1b113845a2a78d0fd2dd198f38,S2HGBA,UBS,2024-10-31,Equities (Stocks)
01318fb338014b17a41958d42b580db6,SPICHA,UBS,2024-10-31,Equities (Stocks)
0202b88e8a4b4e27b5d7f1d9dee0c7c4,V3RF,Vanguard,2024-07-31,Bonds
032a719bf9f14db98bc1303325197f5d,CBEU5,UBS,2024-10-31,Bonds
0339146d18e44487b4d4cf2bb152c38b,E50EUA,UBS,2024-10-31,Equities (Stocks)
0369031b2e2b40d1908e1ee42db0527e,MDBUA,UBS,2024-10-31,Bonds
050e6a63a8fe4bbba1cfd4e0d1bc2b9c,EMUSRI,UBS,2024-10-31,Equities (Stocks)
05973fdf9d6a4eb2894700e3fe64475a,CBSUST,UBS,2024-10-31,Bonds
059a3c11ce56449f9412532b00ab8aec,MLPS,Invesco,2024-12-06,Other Asset Types
05a5327688ce49938dbdbe783bbdcb06,EEIA,Wisdom Tree,2024-09-30,Equities (Stocks)
06589972b3b34108a0a1c8282124bb8b,V3AA,Vanguard,2024-07-31,Equities (Stocks)
0718763a7d3049ab8215800ba6f58094,PXJSRI,UBS,2024-10-31,Equities (Stocks)
075dc94135124874acd7c7e7bbb8072a,ASOLCHF,21Shares,2024-11-27,Other Asset Types
07b00968832c4f4185cc6049bdb82c28,MSAU,Invesco,2024-12-06,Equities (Stocks)
0856abc34585436aaaa0ddc8266639c7,TIP1S,UBS,2024-10-31,Bonds
09576a86c0f3419b904ed71183df2359,PACUA,UBS,2024-10-31,Equities (Stocks)
09b07b4f7391402291ff6e12c3c7d405,JPNJPA,UBS,2024-10-31,Equities (Stocks)
09c15520c3f742fcad34e15302e12955,AWESGW,UBS,2024-10-31,Equities (Stocks)
0a0db7b2e4c64cd4a744b7f988b08c7e,PSRUSA,UBS,2024-10-31,Equities (Stocks)
0a8c47f663b24f269d4bcd430ee1985b,SX5E,Invesco,2024-12-06,Equities (Stocks)
0aa849d5a61a46f3aef22993d0e99f42,AWESGJ,UBS,2024-10-31,Equities (Stocks)
010d112833fc40e1bf9167c9ff868503,TSLA,Leverage Shares,2024-12-06,Equities (Stocks)
01a3c1ed677d4a72ab2f22696054e817,JPSR,UBS,2024-10-31,Equities (Stocks)
01dd3b7406da483ebbf4a40b101a794e,V3RE,Vanguard,2024-07-31,Bonds
039dac2ec5cc41efaef0e9c2eae87aef,POLY,21Shares,2024-11-27,Other Asset Types
03f863707cf3471eaa277257ca04294b,UEF0,UBS,2024-10-31,Bonds
06a9b3d644424499a6cc42ad1562778f,AARB,21Shares,2024-11-27,Other Asset Types
0a28a41447b74537bb418c86c9fca09a,ABTC,21Shares,2024-11-27,Other Asset Types
0231020b972f4e01a8986d0259f3d0cc,OP4E,OSSIAM ETF,2024-12-10,Equities (Stocks)
05298ce280a5466b8386592902a37ef1,ALGO,21Shares,2024-11-27,Other Asset Types
07b5a32194aa4d4b8e5d9626830419a9,UKX,HSBC,2024-12-11,Equities (Stocks)
07f0d7483df24398906301e03ebe1245,HSXD,HSBC,2024-12-11,Equities (Stocks)
082be4bae2c34c94b2a97fdb874c7ab0,MANA,21Shares,2024-11-27,Other Asset Types
09a7261ad6704bc6a7329e93cea43cd2,MUS,HSBC,2024-12-11,Equities (Stocks)
08a56687f2ac43d481e4a0431b7d27c9,GSCD,Dokhod,2022-03-02,Equities (Stocks)
0b380f7166f74f86a54e5e32503de60b,UIM4,UBS,2024-10-31,Equities (Stocks)
0ba8f59218cb4c6ead16893276dbca9f,H4ZE,HSBC,2024-12-11,Equities (Stocks)
0dcc326b67f54e0aae4030cfcdbfab85,COIY,Leverage Shares,2024-12-06,Equities (Stocks)
0f46b35fa4e94f25b221cf5653b63965,3GGL,Leverage Shares,2024-12-06,Equities (Stocks)
0f46cf4c97124168b24a4bc75ed8007f,VUSC,Vanguard,2024-07-31,Bonds
0fb7b42f828b4aec9b39b189a48675c7,CSY9,UBS,2024-10-31,Equities (Stocks)
0fd30b3e818d4753b9f5e1c64e87ce0f,NOS3,Leverage Shares,2024-12-06,Equities (Stocks)
10162f2af7f440deafbfdb971d17ad44,VGWD,Vanguard,2024-07-31,Equities (Stocks)
105d25e5357c4d139f7f1decce1bd54e,3SAA,Leverage Shares,2024-12-06,Equities (Stocks)
121a5a9be59147e0b3f09625c72eb326,EL45,Deka ETF,2024-11-29,Equities (Stocks)
122107dcfaee426c951d48220b8eee39,DSPY,Leverage Shares,2024-12-06,Equities (Stocks)
12bda5f0b3b7482dbf0c2bf676b2eed8,SEAC,UBS,2024-10-31,Equities (Stocks)
12eeafdab9d847edaaa0c74f59b879f2,3IND,Leverage Shares,2024-12-06,Equities (Stocks)
12f1f84f536544c891fbdc3e4db5356e,H41E,HSBC,2024-12-11,Equities (Stocks)
13158ac2a3f1473289d97a74be6296a0,21XP,21Shares,2024-11-27,Other Asset Types
137ecd41aa174df18d940c63f2c9b649,AXTZ,21Shares,2024-11-27,Other Asset Types
13bd609abf054e3ba3a3d1b2a334dc7c,USCP,OSSIAM ETF,2024-12-11,Equities (Stocks)
13f3778e4c1945e58dc5773014dd3cb7,BQGE,OSSIAM ETF,2024-11-26,Equities (Stocks)
140342f7fc874f7fb6d4c0ba61a3b41c,HUBE,Expat Capital,2024-11-29,Equities (Stocks)
1433401137544f3ba7c730a732de8e0e,AW1J,UBS,2024-10-31,Equities (Stocks)
146e28a67dda4c8483ffdc3219fb4e86,PLX,Expat Capital,2024-11-29,Equities (Stocks)
14710035e6c34aceaaa22689f94af343,WTES,Wisdom Tree,2024-09-30,Equities (Stocks)
14d0524b38df49eaabeb9fb1078af00e,21XJ,21Shares,2024-11-27,Other Asset Types
0aede05d433e4cac9a4f2dba5cd1b58c,HPRS,HSBC,2024-12-11,Equities (Stocks)
0b2c8a5af18a4163a39d8bf5c43e162e,UB03,UBS,2024-10-31,Equities (Stocks)
0b6966af801a45e28ba5d4da3c31b521,VWCG,Vanguard,2024-07-31,Equities (Stocks)
0c552de33eaf4b2ebdf66d92edabaa5d,HMEA,HSBC,2024-12-11,Equities (Stocks)
0cbc9dff2e87417c8abb91b3c4547356,KWE3,Leverage Shares,2024-12-06,Equities (Stocks)
0d0e39afde2649d0b429a16f0b500b7a,HIUA,HSBC,2024-12-11,Equities (Stocks)
0d16455b0a0544e3851c85423f01cb01,WSEQ,Wisdom Tree,2024-09-30,Equities (Stocks)
0d38a8e1645f42208ff67ce30a22f062,3GOE,Leverage Shares,2024-12-06,Equities (Stocks)
0d8f279e87f14df2b76518ca3cbd18c2,UB0F,UBS,2024-10-31,Equities (Stocks)
0d91452cf64b4d7e8979a41a243ea17c,DEM,Wisdom Tree,2024-09-30,Equities (Stocks)
0df4de897d214a188fbb0131e05abfab,WDNA,Wisdom Tree,2024-09-30,Equities (Stocks)
0e0b6bf419cc4698b6cb0ab8e00deece,5STL,Leverage Shares,2024-12-06,Bonds
0e1d2e892cea4010a9cf6dc8b252b3cf,EMIG,UBS,2024-10-31,Bonds
0e340c14e3c14956b70ed99362574044,3BP,Leverage Shares,2024-12-06,Equities (Stocks)
0e678f97f31f4a3db6346cedb89092c0,BAS,Leverage Shares,2024-12-06,Equities (Stocks)
0ea7f0e3ed1a46f1ab6905c3ec512eda,S7XP,Invesco,2024-12-06,Equities (Stocks)
0ed34d86623b464ea1bf4a0807887838,TSLQ,Leverage Shares,2024-12-06,Equities (Stocks)
0f25b3a0ef0441178f8a7801afd96c50,2AME,Leverage Shares,2024-12-06,Equities (Stocks)
0f40cfb528b4497fb26ffc185787d782,GBPG,Goldman Sachs,2024-12-06,Bonds
0f5cebfc8bb445edbfdbb3c6d1d98b51,MAGS,Leverage Shares,2024-12-06,Equities (Stocks)
0fe0a77e3aff4486a5ff4448fe00088f,HAGG,HSBC,2024-12-11,Bonds
10660c17c7a341e8b5538f46c8ce8ea5,CMOC,Invesco,2024-12-06,Commodities & Metals
110e819a17b54bae805ebcbee1cd56ef,VERE,Vanguard,2024-07-31,Equities (Stocks)
1111ddd281874640aea7f56d098c7a7b,IE5S,Leverage Shares,2024-12-06,Bonds
113ad14769af4add9efb7aa37e89c912,HEDF,Wisdom Tree,2024-09-30,Equities (Stocks)
119753753b6849debdc05713d858c438,HEDS,Wisdom Tree,2024-09-30,Equities (Stocks)
11d6aa1734a14d68b6ed7e732dc991ff,WTEF,Wisdom Tree,2024-09-30,Target Date / Multi-Asset
11fd6acc45fd4a379c8bebdc1b68181b,CPER,Leverage Shares,2024-12-06,Commodities & Metals
120d93a9b59041e48ff6575d47bb3013,VAPX,Vanguard,2024-07-31,Equities (Stocks)
123e882c12cc40bf89f83685672e68b9,ARK1,Leverage Shares,2024-12-06,Equities (Stocks)
1272595ae2dc46a39a25c5a23826e321,BAB3,Leverage Shares,2024-12-06,Equities (Stocks)
131039ed374d45bb95a06195a66f30b8,MSFS,Leverage Shares,2024-12-06,Equities (Stocks)
13112da1db584d8897b41ac4b6ce7eea,SDIS,Leverage Shares,2024-12-06,Equities (Stocks)
1373afddc6d34e2fb5f0683204846c5c,3SLE,Leverage Shares,2024-12-06,Commodities & Metals
1382b089ddb9447a9a2b4cbb0ca767dc,3RAC,Leverage Shares,2024-12-06,Equities (Stocks)
1388740836784f66b58e8764b3d70d71,SNFL,Leverage Shares,2024-12-06,Equities (Stocks)
13a0ef14d3ca4497a2668ed96d9370ea,3MBG,Leverage Shares,2024-12-06,Equities (Stocks)
1429793d96384045b7d2c08ba8816b98,HAGS,HSBC,2024-12-11,Bonds
1471bdef398b41dd815de98cbc3e60e0,KOR3,Leverage Shares,2024-12-06,Equities (Stocks)
0b0fc674be694124b52017a617f5cf5e,DEMR,Wisdom Tree,2024-09-30,Equities (Stocks)
0b985e4f616c48278f9eb0dbaddfe9be,ECE,UBS,2024-10-31,Bonds
0be0fed2fc89453984888abfd5763b08,WDMVO,UBS,2024-10-31,Equities (Stocks)
0bf1040e2f7f46f88827e08092619901,V3GE,Vanguard,2024-07-31,Bonds
0bf2e70f70e3491da33f3b7152f673c7,E50EUA,UBS,2024-10-31,Equities (Stocks)
0cc6286591b04013bcad88f2ed56c553,VAPX,Vanguard,2024-07-31,Equities (Stocks)
0d0ec7e0ceb348599dc101a9f7aa062b,WSREUA,UBS,2024-10-31,Equities (Stocks)
0d64915097cd42a1b67ad1c163a5e5d3,SHEME,UBS,2024-10-31,Bonds
0e59354d8a6e476ebeaaece629b3bb3a,GGB,UBS,2024-10-31,Bonds
103a5adafd774ff7bea09d7dd18e6985,PCOM,Wisdom Tree,2024-09-30,Commodities & Metals
10effe87ae8142f3aa1bb9ebbc87ca75,3SRA,Leverage Shares,2024-12-06,Equities (Stocks)
11259722df7e490a87f5310977969e76,WRNW,Wisdom Tree,2024-09-30,Equities (Stocks)
11ad95828cd14b239d672d95d146e6c6,DFE,Wisdom Tree,2024-09-30,Equities (Stocks)
12d53a550d4743c19a0889cbea7df764,U15S,UBS,2024-10-31,Bonds
1451040fd9444c768777127dc6b5a719,VUTY,Vanguard,2024-07-31,Bonds
14819a177b6341bba72f76a73daec329,3MST,Leverage Shares,2024-12-06,Equities (Stocks)
0c131693bb964329bd9bdef9bb766b32,HSEM,HSBC,2024-12-11,Equities (Stocks)
0ccb862859db49389b835ab19c9e8da7,EMXCN,UBS,2024-10-31,Equities (Stocks)
0ce79421144a47e8bdb2d3b67c800cc8,MDBU,UBS,2024-10-31,Bonds
0d1102f852664d75917f6e3ef649edc0,DGRW,Wisdom Tree,2024-09-30,Equities (Stocks)
0d429d8ead3743dabcb38a186087bb5d,SHEMB,UBS,2024-10-31,Bonds
0da1080d572b4aa585e1e7653496d53d,AWESGS,UBS,2024-10-31,Equities (Stocks)
0dc4fffbb3a14ab9ae0dd9bcca76d538,SP5USY,UBS,2024-10-31,Equities (Stocks)
0dee338a6ef2492aa41ec84e0f2ce88a,UQLTE,UBS,2024-10-31,Equities (Stocks)
0df6284d9b514fa8a31179ec1dbb7d1a,ACCUKD,UBS,2024-10-31,Equities (Stocks)
0e82ed1213e749ab86d8fc362115ffc3,EURPA,UBS,2024-10-31,Equities (Stocks)
0f19efb93e6046feb4a93efa5992548e,HODLGBP,21Shares,2024-11-27,Other Asset Types
0f1b61bfaa854b7eb49f207e70d65fef,CNESG,UBS,2024-10-31,Equities (Stocks)
0f21d64ee0814fc7a8a666d0f4684018,EQLTDF,UBS,2024-10-31,Equities (Stocks)
0f58f4688d904f189b101aca4da4d010,5ESGE,UBS,2024-10-31,Equities (Stocks)
0fcb3d533aec43c388e66c22eef61ed7,SP5CH,UBS,2024-10-31,Equities (Stocks)
1025f91a7a9041e3adad3b237a672b12,UPVLH,UBS,2024-10-31,Equities (Stocks)
10d133d9feb84a85a33eeb5172b0126b,JPESG,UBS,2024-10-31,Equities (Stocks)
10e8292cc3e245219d58e6e4a736877c,ASRUSA,UBS,2024-10-31,Equities (Stocks)
112704c2527144b69348e4bd0e34c830,VUTA,Vanguard,2024-07-31,Bonds
11c8b173af2b4be999577a381e2392e3,VEMA,Vanguard,2024-07-31,Bonds
12c4cd2cb37c47f2823c678934855e31,USAUSY,UBS,2024-10-31,Equities (Stocks)
13515969c15c433db84f4e7851f82ff9,ESGGBCHF,UBS,2024-10-31,Bonds
139a445ecd8b40678994a32740260e5d,UPVLD,UBS,2024-10-31,Equities (Stocks)
140f4da15dd741e3b69522e9783c9a84,EMMCHA,UBS,2024-10-31,Equities (Stocks)
141b8988dc4244828846e4fda5fa78ad,VMID,Vanguard,2024-07-31,Equities (Stocks)
149de834dbd3482bb73e57203dfb5ea2,SBEMA,UBS,2024-10-31,Bonds
14cfa681fa7542b69d73e02d50bf066b,HWDC,HSBC,2024-12-11,Equities (Stocks)
1054adb2e1904ccc9b8d62c45633844d,SPYP,Leverage Shares,2024-12-06,Equities (Stocks)
10ca93b339bf40ffaa5bd8f27b2b3361,AXRP,21Shares,2024-11-27,Other Asset Types
110629ffe41242ffbd0480d31dc4cf08,VERX,Vanguard,2024-07-31,Equities (Stocks)
0e30d34609a645da9ab417e4a3e1f85d,50E,HSBC,2024-12-11,Equities (Stocks)
0eb3cb96f4914bf394311d8e3be80a34,HEU,HSBC,2024-12-11,Equities (Stocks)
1223cd697a5f4347a0bd05c36b4a275f,HIWS,HSBC,2024-12-11,Equities (Stocks)
0e6e847748be4f6dbbd2f48d3276f24c,AETH,21Shares,2024-11-27,Other Asset Types
1586f05b0c214558862eb1e9fb504d07,SC0D,Invesco,2024-12-06,Equities (Stocks)
1616793d121a47b78350e5f291542bc3,UEQC,UBS,2024-10-31,Commodities & Metals
16d19c05d8ac4a6dbbb0b63de4c34271,WDGE,Wisdom Tree,2024-09-30,Equities (Stocks)
1754779ca15044e0bbd915acdc401ec0,3CRE,Leverage Shares,2024-12-06,Equities (Stocks)
176d77f7c7254e64bc206f91b0000c6a,V40A,Vanguard,2024-09-30,Target Date / Multi-Asset
179f1766cfee431bbf1c05af4f36c014,UIQ1,UBS,2024-10-31,Commodities & Metals
17d60c4f5b3f4f46a93129090f7fa9ca,ADOT,21Shares,2024-11-27,Other Asset Types
1828cbaca4f84d769a4854aca4e1cba5,OP2E,OSSIAM ETF,2024-12-10,Equities (Stocks)
18971dfb9af84acfa7d71d99a980fa7f,ALC0,21Shares,2024-11-27,Other Asset Types
19589f5322e746c39667db8dc1cf26b5,GGUE,UBS,2024-10-31,Equities (Stocks)
199e32193ba3444fa8e753140cbd306a,SBA3,Leverage Shares,2024-12-06,Equities (Stocks)
19a51bf8348c47c7a59abf7f981d1e4e,3BBE,Leverage Shares,2024-12-06,Equities (Stocks)
1a8e70bbd538429b8743d504990f00ca,2BTC,21Shares,2024-11-27,Other Asset Types
1b290731d3a8464fbd559f039c3e5817,TS3S,Leverage Shares,2024-12-06,Equities (Stocks)
1c2be231a1e64c908923e8f9151b388f,UIM2,UBS,2024-10-31,Equities (Stocks)
1cdb0b8481df4e148704d821aef699fb,AW1R,UBS,2024-10-31,Equities (Stocks)
1cdf0043f57d42d4b2233bbd20141d0a,UETC,UBS,2024-10-31,Equities (Stocks)
1d8cd9ad4d4a4c0c805d0847c0e47635,VDTE,Vanguard,2024-07-31,Bonds
1d9805e95fe3478d876bf9908663c86f,CSYU,UBS,2024-10-31,Equities (Stocks)
1da5d094f87d48cbb0f7bb7d40dcf6de,3SLV,Leverage Shares,2024-12-06,Commodities & Metals
1dd98a8ffa3e4cb486685ffb19b8075e,EL42,Deka ETF,2024-11-29,Equities (Stocks)
1dfb15def65040ee94ec85342de47dd0,JC11,UBS,2024-10-31,Bonds
1e3ca06038bb430397abe847e132661d,SC0Y,Invesco,2024-12-06,Equities (Stocks)
1e59e4c2433c44d89e623a010bcbdcae,CSYZ,UBS,2024-10-31,Equities (Stocks)
1f45cc8b4919439da42cd904a421e70c,3RAC,Leverage Shares,2024-12-06,Equities (Stocks)
1f500d3314b5422c8029a7eb78c79c5a,2SWT,Leverage Shares,2024-12-06,Commodities & Metals
14e56a0ec46247d9bade9c5d6bd922f5,WCOB,Wisdom Tree,2024-09-30,Commodities & Metals
1519976beb424aa29ad16ae2b87debf7,UB01,UBS,2024-10-31,Equities (Stocks)
158c95b1538046e99a657b1d0aa7fa09,GLDE,Leverage Shares,2024-12-06,Commodities & Metals
163ebaa49e614530ae2dc350d831e04f,V3NL,Vanguard,2024-07-31,Equities (Stocks)
16a69aceda4943f8a691c602527b0831,UBXX,UBS,2024-10-31,Bonds
16f1f2abe7cb4bda8faf683d476d92cd,3XOM,Leverage Shares,2024-12-06,Equities (Stocks)
170e790326bc4530a32a6e67e8a78e7d,MLPS,Invesco,2024-12-06,Other Asset Types
1740f644f5094b8d804f25058be59c5b,3JD,Leverage Shares,2024-12-06,Equities (Stocks)
178a80a02314417faccd7c073ac928ff,SM3E,Leverage Shares,2024-12-06,Equities (Stocks)
17c5863482c74507b5fb640096695d9d,VFEA,Vanguard,2024-07-31,Equities (Stocks)
17f5076b9c8841f9a15207bbe1f83808,XLUP,Invesco,2024-12-06,Equities (Stocks)
1816a2e867054dd5980ef9615c481d81,HKOD,HSBC,2024-12-11,Equities (Stocks)
18350bda4f214eadb0ef9fb4f477145e,VMID,Vanguard,2024-07-31,Equities (Stocks)
183e966119954c679f6e71b6b7f685f5,HTWN,HSBC,2024-12-11,Equities (Stocks)
188da5941d7a43788ef5e0222fc434e6,XLCS,Invesco,2024-12-06,Equities (Stocks)
18d002f6d35141a1be1dcbca1a21d5ca,3QQQ,Leverage Shares,2024-12-06,Equities (Stocks)
199bfce218b744368286d3823c80e7a8,HNSC,HSBC,2024-12-11,Equities (Stocks)
19a28f700c904ebd962174dd8d1bf5b1,KORS,Leverage Shares,2024-12-06,Equities (Stocks)
1a03fcfd662d4c08bcad0fdd694bf1e2,HIWS,HSBC,2024-12-11,Equities (Stocks)
1a0d96c326994b1a856fc68299ee6c66,HEVS,HSBC,2024-12-11,Equities (Stocks)
1a7e1a2a89e04efa8c62dca86921d9a2,HITD,HSBC,2024-12-11,Equities (Stocks)
1b4fd68ea2764d1b8a324391fdfb3260,DXJA,Wisdom Tree,2024-09-30,Equities (Stocks)
1b64abee4cff446c8c4296c08d9266b7,CCBO,Wisdom Tree,2024-09-30,Bonds
1b69ee3da90f4f01b2b3dfc3ca74befb,3UBR,Leverage Shares,2024-12-06,Equities (Stocks)
1c58399d5ddf4dfc8b611cda4c34100c,UB02,UBS,2024-10-31,Equities (Stocks)
1c641018e5b1476c8634a9b0447b73de,WCOA,Wisdom Tree,2024-09-30,Commodities & Metals
1c67647260f945f59f84c6b38755250e,USML,Invesco,2024-12-06,Equities (Stocks)
1c6843c687ce476bae19f4e83509fdde,CARS,Wisdom Tree,2024-09-30,Equities (Stocks)
1c74d5b5fd9c4aa08c841bf850699bbd,3XFE,Leverage Shares,2024-12-06,Equities (Stocks)
1c84a9aa71554ae3a54154601ba42545,G500,Invesco,2024-12-06,Equities (Stocks)
1c95e9d0b18a46c09a28a81d8027dc66,HMCD,HSBC,2024-12-11,Equities (Stocks)
1cac40fb42aa4fb491544aa09c8b1836,UGRW,Wisdom Tree,2024-09-30,Equities (Stocks)
1ccfcaf219254958b3dbfc28f67a9ad5,VJPU,Vanguard,2024-07-31,Equities (Stocks)
1d101e0bfb284cd485ba1973b97b9c08,XLUS,Invesco,2024-12-06,Equities (Stocks)
1d78db940f974020be43d1730bb630ff,TFRN,Wisdom Tree,2024-09-30,Bonds
1dd67b92ae5a4f7ea214e4fb5803470b,S5EG,UBS,2024-10-31,Equities (Stocks)
1e1eabc5d07e4a33aad3fa0bc9ec2219,3BAB,Leverage Shares,2024-12-06,Equities (Stocks)
